X-axis,Y-axis,Noise,Type
1155,1204,46.6726130247116, 'dark_grass'
1260,1204,42.7731746435165, 'dark_grass'
1365,1204,20.8221280574799, 'sand'
1470,1204,19.1563153266907, 'water'
1575,1204,0, 'dark_water'
1680,1204,0, 'dark_water'
52.5,1234.1,0, 'dark_water'
157.5,1234.1,0, 'dark_water'
262.5,1234.1,0, 'dark_water'
367.5,1234.1,7.68823027610779, 'dark_water'
472.5,1234.1,10.9551447629929, 'water'
577.5,1234.1,45.1272502541542, 'dark_grass'
682.5,1234.1,59.000481069088, 'dark_grass'
787.5,1234.1,46.9939935207367, 'dark_grass'
892.5,1234.1,65.6243294477463, 'rocky'
997.5,1234.1,70.5983304977417, 'snowy'
1102.5,1234.1,40.0502818822861, 'dark_grass'
1207.5,1234.1,44.5481657981873, 'dark_grass'
1312.5,1234.1,49.2918866872788, 'dark_grass'
1417.5,1234.1,1.93419098854065, 'dark_water'
1522.5,1234.1,0, 'dark_water'
1627.5,1234.1,0, 'dark_water'
1732.5,1234.1,0, 'dark_water'
0,1264.2,0, 'dark_water'
105,1264.2,0, 'dark_water'
210,1264.2,0, 'dark_water'
315,1264.2,22.8170800209045, 'sand'
420,1264.2,14.3407666683197, 'water'
525,1264.2,24.8554068803787, 'sand'
630,1264.2,54.4612035155296, 'dark_grass'
735,1264.2,38.3576193451881, 'grass'
840,1264.2,71.19320333004, 'snowy'
945,1264.2,66.2096491456032, 'rocky'
1050,1264.2,50.3042578697205, 'dark_grass'
1155,1264.2,45.8921420574188, 'dark_grass'
1260,1264.2,44.1195827722549, 'dark_grass'
1365,1264.2,3.55316877365112, 'dark_water'
1470,1264.2,5.58787107467651, 'dark_water'
1575,1264.2,0, 'dark_water'
1680,1264.2,0, 'dark_water'
52.5,1294.3,0, 'dark_water'
157.5,1294.3,0, 'dark_water'
262.5,1294.3,2.75775790214539, 'dark_water'
367.5,1294.3,33.2844436168671, 'grass'
472.5,1294.3,16.2348014116287, 'water'
577.5,1294.3,46.2859654426575, 'dark_grass'
682.5,1294.3,15.7072564959526, 'water'
787.5,1294.3,55.4401829838753, 'dark_grass'
892.5,1294.3,57.6711755990982, 'dark_grass'
997.5,1294.3,49.3734911084175, 'dark_grass'
1102.5,1294.3,51.181223988533, 'dark_grass'
1207.5,1294.3,37.0331954956055, 'grass'
1312.5,1294.3,15.30522108078, 'water'
1417.5,1294.3,15.6554675102234, 'water'
1522.5,1294.3,9.36746120452881, 'dark_water'
1627.5,1294.3,0, 'dark_water'
1732.5,1294.3,0, 'dark_water'
0,1324.4,0, 'dark_water'
105,1324.4,0, 'dark_water'
210,1324.4,0, 'dark_water'
315,1324.4,20.3821170330048, 'sand'
420,1324.4,26.1567807197571, 'grass'
525,1324.4,15.182558298111, 'water'
630,1324.4,45.5356711149216, 'dark_grass'
735,1324.4,32.422336935997, 'grass'
840,1324.4,70.1725468039513, 'snowy'
945,1324.4,68.1115490198135, 'rocky'
1050,1324.4,63.6958515644074, 'rocky'
1155,1324.4,51.9255602359772, 'dark_grass'
1260,1324.4,39.957994222641, 'grass'
1365,1324.4,14.8167908191681, 'water'
1470,1324.4,0, 'dark_water'
1575,1324.4,0, 'dark_water'
1680,1324.4,0, 'dark_water'
52.5,1354.5,0, 'dark_water'
157.5,1354.5,0, 'dark_water'
262.5,1354.5,0, 'dark_water'
367.5,1354.5,6.2682831287384, 'dark_water'
472.5,1354.5,18.1121671199799, 'water'
577.5,1354.5,30.4815745353699, 'grass'
682.5,1354.5,20.6487214565277, 'sand'
787.5,1354.5,59.5705622434616, 'dark_grass'
892.5,1354.5,39.5998388528824, 'grass'
997.5,1354.5,51.4891594648361, 'dark_grass'
1102.5,1354.5,32.2704058885574, 'grass'
1207.5,1354.5,40.1233220100403, 'dark_grass'
1312.5,1354.5,12.1334981918335, 'water'
1417.5,1354.5,0, 'dark_water'
1522.5,1354.5,0, 'dark_water'
1627.5,1354.5,0, 'dark_water'
1732.5,1354.5,0, 'dark_water'
0,1384.6,0, 'dark_water'
105,1384.6,0, 'dark_water'
210,1384.6,0, 'dark_water'
315,1384.6,20.8098077774048, 'sand'
420,1384.6,30.9127700328827, 'grass'
525,1384.6,14.8090875148773, 'water'
630,1384.6,9.70094740390778, 'dark_water'
735,1384.6,22.6967096328735, 'sand'
840,1384.6,37.4784743785858, 'grass'
945,1384.6,27.493132352829, 'grass'
1050,1384.6,21.4167147874832, 'sand'
1155,1384.6,27.2515654563904, 'grass'
1260,1384.6,19.3716359138489, 'water'
1365,1384.6,0, 'dark_water'
1470,1384.6,0, 'dark_water'
1575,1384.6,0, 'dark_water'
1680,1384.6,0, 'dark_water'
52.5,1414.7,0, 'dark_water'
157.5,1414.7,0, 'dark_water'
262.5,1414.7,0, 'dark_water'
367.5,1414.7,25.544764995575, 'grass'
472.5,1414.7,19.7923314571381, 'water'
577.5,1414.7,10.3579366207123, 'water'
682.5,1414.7,4.65049803256989, 'dark_water'
787.5,1414.7,50.6996387243271, 'dark_grass'
892.5,1414.7,13.6390864849091, 'water'
997.5,1414.7,26.257027387619, 'grass'
1102.5,1414.7,0, 'dark_water'
1207.5,1414.7,12.2842562198639, 'water'
1312.5,1414.7,0, 'dark_water'
1417.5,1414.7,0, 'dark_water'
1522.5,1414.7,0, 'dark_water'
1627.5,1414.7,0, 'dark_water'
1732.5,1414.7,0, 'dark_water'
0,1444.8,0, 'dark_water'
105,1444.8,0, 'dark_water'
210,1444.8,0, 'dark_water'
315,1444.8,0, 'dark_water'
420,1444.8,12.179639339447, 'water'
525,1444.8,9.84346389770508, 'dark_water'
630,1444.8,13.812882900238, 'water'
735,1444.8,10.8712935447693, 'water'
840,1444.8,20.1068955659866, 'sand'
945,1444.8,24.1261661052704, 'sand'
1050,1444.8,4.97968196868897, 'dark_water'
1155,1444.8,3.35965633392334, 'dark_water'
1260,1444.8,0.401991605758667, 'dark_water'
1365,1444.8,0, 'dark_water'
1470,1444.8,0, 'dark_water'
1575,1444.8,0, 'dark_water'
1680,1444.8,0, 'dark_water'
52.5,1474.9,0, 'dark_water'
157.5,1474.9,0, 'dark_water'
262.5,1474.9,0, 'dark_water'
367.5,1474.9,1.75517320632935, 'dark_water'
472.5,1474.9,7.7134895324707, 'dark_water'
577.5,1474.9,0, 'dark_water'
682.5,1474.9,12.1227872371674, 'water'
787.5,1474.9,14.9838888645172, 'water'
892.5,1474.9,8.39325785636902, 'dark_water'
997.5,1474.9,43.3963108062744, 'dark_grass'
1102.5,1474.9,0, 'dark_water'
1207.5,1474.9,0, 'dark_water'
1312.5,1474.9,0, 'dark_water'
1417.5,1474.9,0, 'dark_water'
1522.5,1474.9,0, 'dark_water'
1627.5,1474.9,0, 'dark_water'
1732.5,1474.9,0, 'dark_water'
0,1505,0, 'dark_water'
105,1505,0, 'dark_water'
210,1505,0, 'dark_water'
315,1505,0, 'dark_water'
420,1505,9.07861232757568, 'dark_water'
525,1505,7.81057834625244, 'dark_water'
630,1505,0, 'dark_water'
735,1505,0.855059623718262, 'dark_water'
840,1505,5.79483032226563, 'dark_water'
945,1505,24.698531627655, 'sand'
1050,1505,33.0972719192505, 'grass'
1155,1505,0, 'dark_water'
1260,1505,0, 'dark_water'
1365,1505,0, 'dark_water'
1470,1505,0, 'dark_water'
1575,1505,0, 'dark_water'
1680,1505,0, 'dark_water'
52.5,1535.1,0, 'dark_water'
157.5,1535.1,0, 'dark_water'
262.5,1535.1,0, 'dark_water'
367.5,1535.1,0, 'dark_water'
472.5,1535.1,0, 'dark_water'
577.5,1535.1,0, 'dark_water'
682.5,1535.1,1.95427894592285, 'dark_water'
787.5,1535.1,0, 'dark_water'
892.5,1535.1,0, 'dark_water'
997.5,1535.1,41.6962337493897, 'dark_grass'
1102.5,1535.1,0, 'dark_water'
1207.5,1535.1,0, 'dark_water'
1312.5,1535.1,0, 'dark_water'
1417.5,1535.1,0, 'dark_water'
1522.5,1535.1,0, 'dark_water'
1627.5,1535.1,0, 'dark_water'
1732.5,1535.1,0, 'dark_water'
0,1565.2,0, 'dark_water'
105,1565.2,0, 'dark_water'
210,1565.2,0, 'dark_water'
315,1565.2,0, 'dark_water'
420,1565.2,0, 'dark_water'
525,1565.2,4.83690977096558, 'dark_water'
630,1565.2,0, 'dark_water'
735,1565.2,12.1893990039825, 'water'
840,1565.2,11.900829076767, 'water'
945,1565.2,3.86463403701782, 'dark_water'
1050,1565.2,0, 'dark_water'
1155,1565.2,0, 'dark_water'
1260,1565.2,0, 'dark_water'
1365,1565.2,0, 'dark_water'
1470,1565.2,0, 'dark_water'
1575,1565.2,0, 'dark_water'
1680,1565.2,0, 'dark_water'
52.5,1595.3,0, 'dark_water'
157.5,1595.3,0, 'dark_water'
262.5,1595.3,0, 'dark_water'
367.5,1595.3,0, 'dark_water'
472.5,1595.3,0, 'dark_water'
577.5,1595.3,1.4877462387085, 'dark_water'
682.5,1595.3,16.0832190513611, 'water'
787.5,1595.3,11.9538116455078, 'water'
892.5,1595.3,0, 'dark_water'
997.5,1595.3,5.0896167755127, 'dark_water'
1102.5,1595.3,0, 'dark_water'
1207.5,1595.3,0, 'dark_water'
1312.5,1595.3,0, 'dark_water'
1417.5,1595.3,0, 'dark_water'
1522.5,1595.3,0, 'dark_water'
1627.5,1595.3,0, 'dark_water'
1732.5,1595.3,0, 'dark_water'
0,1625.4,0, 'dark_water'
105,1625.4,0, 'dark_water'
210,1625.4,0, 'dark_water'
315,1625.4,0, 'dark_water'
420,1625.4,0, 'dark_water'
525,1625.4,0, 'dark_water'
630,1625.4,0, 'dark_water'
735,1625.4,0, 'dark_water'
840,1625.4,0, 'dark_water'
945,1625.4,0, 'dark_water'
1050,1625.4,0, 'dark_water'
1155,1625.4,0, 'dark_water'
1260,1625.4,0, 'dark_water'
1365,1625.4,0, 'dark_water'
1470,1625.4,0, 'dark_water'
1575,1625.4,0, 'dark_water'
1680,1625.4,0, 'dark_water'
52.5,1655.5,0, 'dark_water'
157.5,1655.5,0, 'dark_water'
262.5,1655.5,0, 'dark_water'
367.5,1655.5,0, 'dark_water'
472.5,1655.5,0, 'dark_water'
577.5,1655.5,0, 'dark_water'
682.5,1655.5,0, 'dark_water'
787.5,1655.5,0.24036169052124, 'dark_water'
892.5,1655.5,0, 'dark_water'
997.5,1655.5,0, 'dark_water'
1102.5,1655.5,0, 'dark_water'
1207.5,1655.5,0, 'dark_water'
1312.5,1655.5,0, 'dark_water'
1417.5,1655.5,0, 'dark_water'
1522.5,1655.5,0, 'dark_water'
1627.5,1655.5,0, 'dark_water'
1732.5,1655.5,0, 'dark_water'
0,1685.6,0, 'dark_water'
105,1685.6,0, 'dark_water'
210,1685.6,0, 'dark_water'
315,1685.6,0, 'dark_water'
420,1685.6,0, 'dark_water'
525,1685.6,0, 'dark_water'
630,1685.6,0, 'dark_water'
735,1685.6,0, 'dark_water'
840,1685.6,0, 'dark_water'
945,1685.6,0, 'dark_water'
1050,1685.6,0, 'dark_water'
1155,1685.6,0, 'dark_water'
1260,1685.6,0, 'dark_water'
1365,1685.6,0, 'dark_water'
1470,1685.6,0, 'dark_water'
1575,1685.6,0, 'dark_water'
1680,1685.6,0, 'dark_water'
52.5,1715.7,0, 'dark_water'
157.5,1715.7,0, 'dark_water'
262.5,1715.7,0, 'dark_water'
367.5,1715.7,0, 'dark_water'
472.5,1715.7,0, 'dark_water'
577.5,1715.7,0, 'dark_water'
682.5,1715.7,0, 'dark_water'
787.5,1715.7,0, 'dark_water'
892.5,1715.7,0, 'dark_water'
997.5,1715.7,0, 'dark_water'
1102.5,1715.7,0, 'dark_water'
1207.5,1715.7,0, 'dark_water'
1312.5,1715.7,0, 'dark_water'
1417.5,1715.7,0, 'dark_water'
1522.5,1715.7,0, 'dark_water'
1627.5,1715.7,0, 'dark_water'
1732.5,1715.7,0, 'dark_water'
0,1745.8,0, 'dark_water'
105,1745.8,0, 'dark_water'
210,1745.8,0, 'dark_water'
315,1745.8,0, 'dark_water'
420,1745.8,0, 'dark_water'
525,1745.8,0, 'dark_water'
630,1745.8,0, 'dark_water'
735,1745.8,0, 'dark_water'
840,1745.8,0, 'dark_water'
945,1745.8,0, 'dark_water'
1050,1745.8,0, 'dark_water'
1155,1745.8,0, 'dark_water'
1260,1745.8,0, 'dark_water'
1365,1745.8,0, 'dark_water'
1470,1745.8,0, 'dark_water'
1575,1745.8,0, 'dark_water'
1680,1745.8,0, 'dark_water'
52.5,1775.9,0, 'dark_water'
157.5,1775.9,0, 'dark_water'
262.5,1775.9,0, 'dark_water'
367.5,1775.9,0, 'dark_water'
472.5,1775.9,0, 'dark_water'
577.5,1775.9,0, 'dark_water'
682.5,1775.9,0, 'dark_water'
787.5,1775.9,0, 'dark_water'
892.5,1775.9,0, 'dark_water'
997.5,1775.9,0, 'dark_water'
1102.5,1775.9,0, 'dark_water'
1207.5,1775.9,0, 'dark_water'
1312.5,1775.9,0, 'dark_water'
1417.5,1775.9,0, 'dark_water'
1522.5,1775.9,0, 'dark_water'
1627.5,1775.9,0, 'dark_water'
1732.5,1775.9,0, 'dark_water'
0,1806,0, 'dark_water'
105,1806,0, 'dark_water'
210,1806,0, 'dark_water'
315,1806,0, 'dark_water'
420,1806,0, 'dark_water'
525,1806,0, 'dark_water'
630,1806,0, 'dark_water'
735,1806,0, 'dark_water'
840,1806,0, 'dark_water'
945,1806,0, 'dark_water'
1050,1806,0, 'dark_water'
1155,1806,0, 'dark_water'
1260,1806,0, 'dark_water'
1365,1806,0, 'dark_water'
1470,1806,0, 'dark_water'
1575,1806,0, 'dark_water'
1680,1806,0, 'dark_water'
52.5,1836.1,0, 'dark_water'
157.5,1836.1,0, 'dark_water'
262.5,1836.1,0, 'dark_water'
367.5,1836.1,0, 'dark_water'
472.5,1836.1,0, 'dark_water'
577.5,1836.1,0, 'dark_water'
682.5,1836.1,0, 'dark_water'
787.5,1836.1,0, 'dark_water'
892.5,1836.1,0, 'dark_water'
997.5,1836.1,0, 'dark_water'
1102.5,1836.1,0, 'dark_water'
1207.5,1836.1,0, 'dark_water'
1312.5,1836.1,0, 'dark_water'
1417.5,1836.1,0, 'dark_water'
1522.5,1836.1,0, 'dark_water'
1627.5,1836.1,0, 'dark_water'
1732.5,1836.1,0, 'dark_water'
